**************** QUERIES FOR LINENUMBER ATTRIBUTE ******************************
1	-	2
2	-	6
3	-	6
1	-	5
4	-	6
5	-	6
1	-	5
1	-	3
3	-	5
1	-	6
********************************************************************************


**************** QUERIES FOR QUANTITY ATTRIBUTE ******************************
14	-	20
28	-	34
35	-	40
21	-	49
15	-	44
38	-	43
32	-	40
12	-	34
46	-	49
34	-	43
********************************************************************************


**************** QUERIES FOR EXTENDEDPRICE ATTRIBUTE ******************************
12468	-	16292
6205	-	21798
1403	-	19899
21588	-	32243
21154	-	22085
16407	-	25260
12826	-	26732
16314	-	32463
3865	-	20965
8650	-	15815
********************************************************************************


**************** QUERIES FOR TAX ATTRIBUTE ******************************
1	-	3
2	-	7
2	-	5
2	-	5
2	-	4
0	-	5
3	-	5
0	-	5
0	-	5
4	-	6
********************************************************************************


